xtf_id,UID,Nummer,Abkuerzung,Name_oeV,Name_HR,Gueltigkeit_BeginnGueltigkeit,Gueltigkeit_EndeGueltigkeit,Gueltigkeit_BearbeitungsDatum,Gueltigkeit_Stand
ch14uvag00107788,CHE-212.303.187,2621,,Ivan Travel GmbH,Ivan Travel GmbH,20120118,,20220331,20220508
ch14uvag00107866,CHE-101.831.180,3013,SCBUE,Scherer & Bühler AG,Scherer & Bühler AG,19090823,,20220331,20220508
ch14uvag00000698,CHE-115.064.647,825,OGS,Ortsbus der Gemeinde Silvaplana,Gemeinde Silvaplana,18000101,,20220331,20220508
ch14uvag00000727,CHE-110.214.661,31,RA,REGIONALPS SA ,REGIONALPS SA ,18000101,,20220331,20220508
ch14uvag00001323,CHE-217.199.218,2623,,"Simel Reisen, Simic","Simel Reisen, Simic",18000101,,20220331,20220508
ch14uvag00000641,CHE-105.756.583,594,LRR,Rosswald Bahnen AG,Rosswald Bahnen AG,18000101,,20220331,20220508
ch14uvag00000681,CHE-105.735.581,212,MVR,Transports Montreux-Vevey-Riviera SA,Transports Montreux-Vevey-Riviera SA,19851203,,20220331,20220508
ch14uvag00000866,CHE-114.140.151,2825,SWTR,SWISSTRAIN S.A.,SWISSTRAIN S.A.,18000101,,20220331,20220508
ch14uvag00000768,CHE-103.374.733,1148,SBAD,SBA Sportbahnen Bergün AG,SBA Sportbahnen Bergün AG,18000101,,20220331,20220508
ch14uvag00107789,CHE-101.921.104,1914,FZAG,Flughafen Zürich AG,Flughafen Zürich AG,18000101,,20220331,20220508
ch14uvag00000945,CHE-115.169.157,1266,VBSA,Valbianca SA,Valbianca SA,20091029,,20220331,20220508
ch14uvag00000990,CHE-105.943.754,171,zb,zb Zentralbahn AG,zb Zentralbahn AG,18970422,,20220331,20220508
ch14uvag00000356,CHE-108.780.856,1035,BCD,Bergbahnen Chur - Dreibündenstein AG,Bergbahnen Chur - Dreibündenstein AG,18000101,,20220331,20220508
ch14uvag00000493,CHE-262.740.176,2814,EXCH,Verein extrazug.ch,Verein extrazug.ch,18000101,,20220331,20220508
ch14uvag00000512,CHE-109.886.090,461,FPR,Funicolare Piotta - Ritom,Funicolare Ritom SA,20030128,,20220331,20220508
ch14uvag00224188,,2741,,Interbus In S.p.A.,Interbus In S.p.A.,18000101,,20220331,20220508
ch14uvag00000716,CHE-101.290.433,2813,PePa,Perlen Papier AG,Perlen Papier AG,19930617,,20220331,20220508
ch14uvag00000636,CHE-109.345.776,2869,LOGIN,login Berufsbildung,login Berufsbildung,18000101,,20220331,20220508
ch14uvag00000384,CHE-105.948.007,2892,BNKLR,Sersa Technik AG,Sersa Technik AG,19540327,,20220331,20220508
ch14uvag00000691,CHE-105.893.613,152,NStCM,Compagnie du chemin de fer Nyon-St-Cergue-Morez SA ,Compagnie du chemin de fer Nyon-St-Cergue-Morez SA ,19120912,,20220331,20220508
ch14uvag00107872,CHE-106.845.232,60,BJR,(Bahnen der Jungfrauregion),Jungfraubahnen Management AG,18000101,,20220331,20220508
ch14uvag00000432,CHE-102.513.274,1310,CNB,Equipement touristique de Chalet-Neuf-Bellevue S.A.,Equipement touristique de Chalet-Neuf-Bellevue S.A.,19670118,,20220331,20220508
ch14uvag00001023,CHE-108.643.633,2117,,Bogojevic Reisen GmbH,Bogojevic Reisen GmbH,18000101,,20220331,20220508
ch14uvag00000381,CHE-105.824.463,122,BLT,BLT Baselland Transport AG,BLT Baselland Transport AG,18000101,,20220331,20220508
ch14uvag00000536,CHE-107.881.087,1074,GGM,Gondelbahn Grindelwald-Männlichen AG,Gondelbahn Grindelwald-Männlichen AG,18000101,,20220331,20220508
ch14uvag00107798,CHE-105.898.993,578,AZZK,Autobusbetrieb Zürich - Zollikon - Küssnacht,Autobusbetrieb H. Baumgartner AG,18000101,,20220331,20220508
ch14uvag00000542,CHE-101.546.696,1289,GLNM,Genossenschaft Luftseilbahn Niederurnen-Morgenholz,Genossenschaft Luftseilbahn Niederurnen-Morgenholz,19590608,,20220331,20220508
ch14uvag00000588,CHE-105.947.143,148,KWO,Kraftwerke Oberhasli AG,Kraftwerke Oberhasli AG,18000101,,20220331,20220508
ch14uvag00000671,CHE-105.857.959,2916,MITRA,Mitrag AG,Mitrag AG,20040217,,20220331,20220508
ch14uvag00000402,CHE-101.125.449,603,BSG,Bielersee-Schifffahrts-Gesellschaft AG,Bielersee-Schifffahrts-Gesellschaft AG,18000101,,20220331,20220508
ch14uvag00001250,CHE-114.535.130,2544,,AS-Taxi GmbH,AS-Taxi GmbH,18000101,,20220331,20220508
ch14uvag00107877,CHE-109.897.716,2981,MGM,Aktiengesellschaft Matterhorn Gotthard Bahn,Aktiengesellschaft Matterhorn Gotthard Bahn,20021030,,20220331,20220508
ch14uvag00000731,CHE-102.198.882,99,RALP,RAlpin AG,RAlpin AG,20060623,,20220331,20220508
ch14uvag00000599,CHE-105.939.072,1055,LBH,Luftseilbahn Brunni-Holzegg,Holzegg AG,19731121,,20220331,20220508
ch14uvag00000819,CHE-106.966.427,2891,SMG,Sersa Maschineller Gleisbau AG,Sersa Maschineller Gleisbau AG,19830823,,20220331,20220508
ch14uvag00000468,CHE-113.802.311,2864,EDG,Eisenbahndienstleister GmbH,Eisenbahndienstleister GmbH,20070906,,20220331,20220508
ch14uvag00000827,CHE-102.493.157,2863,SOREC,Solenthaler Recycling AG,Solenthaler Recycling AG,19760618,,20220331,20220508
ch14uvag00000640,CHE-108.084.863,585,LRF,LRF Luftseilbahn Rhäzüns-Feldis AG,LRF Luftseilbahn Rhäzüns-Feldis AG,18000101,,20220331,20220508
ch14uvag00000505,CHE-108.142.360,446,FLMS,Società della Funicolare Locarno-Madonna del Sasso SA (FLMS),Società della Funicolare Locarno-Madonna del Sasso SA (FLMS),19030724,,20220331,20220508
ch14uvag00000638,CHE-106.901.830,1295,LORB,Luftseilbahn Obergschwend-Rigi-Burggeist AG ,Luftseilbahn Obergschwend-Rigi-Burggeist AG ,19600331,,20220331,20220508
ch14uvag00000912,CHE-150.621.570,47,TRN,Transports Publics Neuchâtelois SA,Transports Publics Neuchâtelois SA,20120703,,20220331,20220508
ch14uvag00000724,CHE-105.886.808,2998,PROSE,PROSE AG,PROSE AG,19970822,,20220331,20220508
ch14uvag00000424,CHE-193.060.987,2807,CFDL,Compagnie du Chemin de fer du Léman,Compagnie du Chemin de fer du Léman,18000101,,20220331,20220508
ch14uvag00000695,CHE-105.802.131,746,OBW,Ortsbus Weggis,Weggis Vitznau Rigi Tourismus,18000101,,20220331,20220508
ch14uvag00000393,CHE-115.085.081,788,BPB,Bus Personico - Bodio,Comune di Personico,18000101,,20220331,20220508
ch14uvag00000649,CHE-114.850.123,583,LSG,Luftseilbahn Stalden - Staldenried - Gspon,Gemeinde Staldenried,18000101,,20220331,20220508
ch14uvag00001274,CHE-110.357.792,2570,,Bushandel.ch AG,Bushandel.ch AG,18000101,,20220331,20220508
ch14uvag00000760,CHE-107.596.273,1298,RZC,R. Zgraggen Carreisen,R. Zgraggen Fahrzeugvermietung / Carreisen,18000101,,20220331,20220508
ch14uvag00000982,CHE-105.999.074,2939,WKAG,Weiacher Kies AG,Weiacher Kies AG,19611116,,20220331,20220508
ch14uvag00000573,CHE-101.404.866,210,JB,Jungfraubahn AG,Jungfraubahn AG,18000101,,20220331,20220508
ch14uvag00000374,CHE-105.996.259,1057,BHY,Bergbahnen Hoch-Ybrig,Ferien- und Sportzentrum Hoch-Ybrig AG,18000101,,20220331,20220508
ch14uvag00000327,CHE-115.081.835,807,ASTB,Anrufsammeltaxi Bischofszell,Stadt Bischofszell,18000101,,20220331,20220508
ch14uvag00001252,CHE-115.068.065,2546,,Nova Reisen Winti GmbH,Nova Reisen Winti GmbH,18000101,,20220331,20220508
ch14uvag00107863,CHE-101.252.326,2920,LMSA,Laurent Membrez S.A.,Laurent Membrez S.A.,18000101,,20220331,20220508
ch14uvag00000357,CHE-114.884.783,1303,BCM,Montribus,Commune de Montricher,18000101,,20220331,20220508
ch14uvag00000843,CHE-101.392.849,44,ST,Sursee-Triengen-Bahn AG,Sursee-Triengen-Bahn AG,18000101,,20220331,20220508
ch14uvag00000678,CHE-288.072.844,1296,MTB,Mountain Tour Bergün GmbH,Mountain Tour Bergün GmbH,18000101,,20220331,20220508
ch14uvag00000627,CHE-105.756.324,1203,LLAT,Torrent-Bahnen Leukerbad-Albinen AG,Torrent-Bahnen Leukerbad-Albinen AG,18000101,,20220331,20220508
ch14uvag00000901,CHE-105.756.264,1195,TOJ,Téléovronnaz SA,Téléovronnaz SA,18000101,,20220331,20220508
ch14uvag00000993,CHE-104.365.754,89,ZMB,Zürcher Museums-Bahn (ZMB),Zürcher Museums-Bahn (ZMB),18000101,,20220331,20220508
ch14uvag00107795,CHE-103.277.509,1319,SIM,AG Sportbahnen im Mythengebiet,AG Sportbahnen im Mythengebiet,19480121,,20220331,20220508
ch14uvag00220984,CHE-109.595.764,2724,,Gross Reisen GmbH,Gross Reisen GmbH,18000101,,20220331,20220508
ch14uvag00000752,CHE-115.048.217,1261,RRB,Ruftaxi Rorschacherberg,Gemeinde Rorschacherberg,18000101,,20220331,20220508
ch14uvag00000883,CHE-109.299.455,2973,TEE,T.E.E. TransEurop Eisenbahn Verkehrs AG,T.E.E. TransEurop Eisenbahn Verkehrs AG,20010816,,20220331,20220508
ch14uvag00000376,CHE-112.982.854,1911,BLAG,Busland AG,Busland AG,20060619,,20220331,20220508
ch14uvag00000543,CHE-105.784.711,2857,GMOS,Genossenschaft Migros Ostschweiz,Genossenschaft Migros Ostschweiz,19410618,,20220331,20220508
ch14uvag00000777,CHE-105.739.053,1277,SBGG,Seilbahngenossenschaft Golzern,Seilbahngenossenschaft Golzern,19440103,,20220331,20220508
ch14uvag00001303,CHE-463.289.216,2599,,Europa Bus Istrefi ,Europa Bus Istrefi ,18000101,,20220331,20220508
ch14uvag00107814,CHE-115.064.676,1300,SBZ,Sportbus Zuoz,Gemeinde Zuoz,18000101,,20220331,20220508
ch14uvag00000971,CHE-107.901.092,2925,WASCO,Wascosa AG,Wascosa AG,18000101,,20220331,20220508
ch14uvag00000430,CHE-105.757.217,1190,CMA,Remontées Mécaniques Crans Montana Aminona (CMA) SA,Remontées Mécaniques Crans Montana Aminona (CMA) SA,18000101,,20220331,20220508
ch14uvag00000428,CHE-104.409.021,1064,CIT,Cardada Impianti Turistici SA,Cardada Impianti Turistici SA,18000101,,20220331,20220508
ch14uvag00000457,CHE-107.807.808,452,DMB,Drahtseilbahn Marzili-Stadt Bern AG,Drahtseilbahn Marzili-Stadt Bern AG,18000101,,20220331,20220508
ch14uvag00000288,CHE-102.249.539,301,AAGU,AUTO AG URI,AUTO AG URI,18000101,,20220331,20220508
ch14uvag00000540,CHE-107.189.666,1082,GKO,Gondelbahn Kandersteg-Oeschinensee AG,Gondelbahn Kandersteg-Oeschinensee AG,19471004,,20220331,20220508
ch14uvag00000900,CHE-110.598.309,176,TNT,Association Train Nostalgique de la Vallée du Trient (TNT) ,Association Train Nostalgique de la Vallée du Trient (TNT) ,18000101,,20220331,20220508
ch14uvag00000618,CHE-105.858.663,1176,LHB,Lenzerheide Bergbahnen AG,Lenzerheide Bergbahnen AG,18000101,,20220331,20220508
ch14uvag00000606,CHE-363.140.571,1229,,Beratung & Leistung AG,Beratung & Leistung AG,20140917,,20220331,20220508
ch14uvag00000492,CHE-108.954.978,1290,EWZ,Funivia Pranzaira-Albigna,Elektrizitätswerk der Stadt Zürich,18000101,,20220331,20220508
ch14uvag00000422,CHE-115.057.699,9821,CdP,Comune di Poschiavo,Comune di Poschiavo,18000101,,20220331,20220508
ch14uvag00000656,CHE-115.486.422,693,LTUO,Luftseilbahn Turtmann - Unterems - Oberems,Gemeinde Oberems,18000101,,20220331,20220508
ch14uvag00001245,CHE-107.841.515,2539,DOMO,Domo Reisen & Vertriebs AG,Domo Reisen & Vertriebs AG,18000101,,20220331,20220508
ch14uvag00000780,CHE-103.645.470,1126,SBR,Sesselbahn Bellwald - Richinen,Bellwald Sportbahnen AG,18000101,,20220331,20220508
ch14uvag00224710,CHE-150.491.362,172,STI,STI Bus AG,STI Bus AG,20190624,,20220331,20220508
ch14uvag00000608,CHE-112.324.160,1230,LFB,Luftseilbahn Fellboden - Bannalpsee,"Restaurant Bannalpsee, Marianne Annen-Bissig",18000101,,20220331,20220508
ch14uvag00000375,CHE-375.609.557,738,BKG,Busbetrieb Kandersteg-Gasterntal,Bäuert Gastern,18000101,,20220331,20220508
ch14uvag00165693,CHE-102.552.759,1327,ZZ,Zehnder AG,Zehnder AG,19640901,,20220331,20220508
ch14uvag00000325,CHE-105.786.331,136,asm,Aare Seeland mobil AG,Aare Seeland mobil AG,18000101,,20220331,20220508
ch14uvag00000844,CHE-101.468.464,2959,STAG,Stadler Bussnang AG,Stadler Bussnang AG,19730710,,20220331,20220508
ch14uvag00000333,CHE-115.065.397,749,AVB,Aroser Verkehrsbetriebe,Gemeinde Arosa,18000101,,20220331,20220508
ch14uvag00000548,CHE-103.677.990,1293,GSJ,Genossenschaft Seilbahn Jungen,Genossenschaft Seilbahn Jungen,19851219,,20220331,20220508
ch14uvag00000482,CHE-105.904.234,2870,EMSCH,EMS-CHEMIE AG,EMS-CHEMIE AG,19410702,,20220331,20220508
ch14uvag00001293,CHE-239.686.515,2589,,Bus Val Müstair GmbH,Bus Val Müstair GmbH,18000101,,20220331,20220508
ch14uvag00224170,CHE-113.334.899,2752,,Daybus GmbH,Daybus GmbH,18000101,,20220331,20220508
ch14uvag00000892,CHE-335.140.293,1198,TLML,Télé Leysin - Col des Mosses - La Lécherette SA,Télé Leysin - Col des Mosses - La Lécherette SA,20110125,,20220331,20220508
ch14uvag00001109,,2380,,Bali d.o.o. Turizam,Bali d.o.o. Turizam,18000101,,20220331,20220508
ch14uvag00225179,,2771,,Iannucci S.r.l.,Iannucci S.r.l.,18000101,,20220331,20220508
ch14uvag00000682,CHE-105.792.774,460,NB,Niesenbahn AG,Niesenbahn AG,18000101,,20220331,20220508
ch14uvag00249244,,20562,#LEER,Smurfit Kappa Swisswell AG,Smurfit Kappa Swisswell AG,18000101,,20220331,20220508
ch14uvag00000504,CHE-105.757.364,1171,FLC,Funiculaire St-Luc - Chandolin SA,Funiculaire St-Luc - Chandolin SA,18000101,,20220331,20220508
ch14uvag00249245,,20300,#LOGISTGIV,"Logista SA, Givisiez","Logista SA, Givisiez",18000101,,20220331,20220508
ch14uvag00249246,,20291,#BRINER,Briner Logistik AG,Briner Logistik AG,18000101,,20220331,20220508
ch14uvag00001200,,2492,,Transinesta UAB,Transinesta UAB,18000101,,20220331,20220508
ch14uvag00000775,CHE-115.082.125,515,SBF,Stadtbus Frauenfeld,Gemeinde Frauenfeld,18000101,,20220331,20220508
ch14uvag00249247,,20485,#LEER,BASF Schweiz AG,BASF Schweiz AG,18000101,,20220331,20220508
ch14uvag00001253,CHE-109.835.833,2547,,RESAVA Reisen Jovanovic N.,RESAVA Reisen Jovanovic N.,18000101,,20220331,20220508
ch14uvag00000502,CHE-106.835.541,2937,FGG,Feldschlösschen Getränke AG,Feldschlösschen Getränke AG,19971016,,20220331,20220508
ch14uvag00000970,CHE-101.620.677,219,WAB,Wengernalpbahn AG,Wengernalpbahn AG,18000101,,20220331,20220508
ch14uvag00000838,CHE-103.377.051,1175,SSA,Sesselbahn Schutt - Atzmännig,Sportbahnen Atzmännig AG,18000101,,20220331,20220508
ch14uvag00000718,CHE-103.010.515,1252,PIZAG,Pizolbahnen AG,Pizolbahnen AG,18000101,,20220331,20220508
ch14uvag00001312,CHE-414.028.225,2608,KCSTF,KCSTF CONCEPT SERVICES TRANSPORTS ET FINANCES SàRL ,KCSTF CONCEPT SERVICES TRANSPORTS ET FINANCES SàRL ,20110414,,20220331,20220508
ch14uvag00220980,CHE-344.053.486,2723,,NAJ Bus AG,NAJ Bus AG,20160720,,20220331,20220508
ch14uvag00000534,CHE-104.178.258,1263,GFR,Giovanni Frapolli,Giovanni Frapolli,18000101,,20220331,20220508
ch14uvag00224709,CHE-107.684.115,1354,LPF,La Punt Ferien,La Punt Ferien,18000101,,20220331,20220508
ch14uvag00000968,CHE-100.928.598,87,VVT,Vapeur Val-de-Travers (VVT) ,Vapeur Val-de-Travers (VVT) ,20000519,,20220331,20220508
ch14uvag00000734,CHE-101.594.755,716,RBL,Regionalbus Lenzburg AG,Regionalbus Lenzburg AG,18000101,,20220331,20220508
ch14uvag00001124,CHE-113.977.821,2407,,Solo Reisen GmbH ,Solo Reisen GmbH ,20071211,,20220331,20220508
ch14uvag00000438,CHE-102.249.574,77,CTVJ,COMPAGNIE DU TRAIN A VAPEUR DE LA VALLEE DE JOUX SOCIETE COOPERATIVE,COMPAGNIE DU TRAIN A VAPEUR DE LA VALLEE DE JOUX SOCIETE COOPERATIVE,19850523,,20220331,20220508
ch14uvag00000589,CHE-105.798.044,1283,KWS,Luftseilbahn Gsteig - Sanetsch,Kraftwerk Sanetsch AG (KWS) ,19590810,,20220331,20220508
ch14uvag00000669,CHE-100.831.131,180,MGB,Matterhorn Gotthard Bahn,Matterhorn Gotthard Verkehrs AG,18000101,,20220331,20220508
ch14uvag00224712,,3095,RHC,Rheincargo GmbH & Co. KG,Rheincargo GmbH & Co. KG,18000101,,20220331,20220508
ch14uvag00000565,CHE-107.941.275,91,ICF,"Intercontainer-Interfrigo, société internationale pour le développement du transport combiné et du transport sous température dirigée ","Intercontainer-Interfrigo, société internationale pour le développement du transport combiné et du transport sous température dirigée ",18000101,,20220331,20220508
ch14uvag00000977,CHE-114.889.295,1909,WETA***,Gemeinde Aarberg,Gemeinde Aarberg,18000101,,20220331,20220508
ch14uvag00001273,CHE-105.063.304,2569,,Maza Expres GmbH,Maza Expres GmbH,18000101,,20220331,20220508
ch14uvag00000364,CHE-101.253.254,1029,ESMM,Engadin St. Moritz Mountains AG,Engadin St. Moritz Mountains AG,18000101,,20220331,20220508
ch14uvag00000919,CHE-101.320.910,1200,TTY,Télé-Thyon SA,Télé-Thyon SA,18000101,,20220331,20220508
ch14uvag00000616,CHE-107.193.219,1073,LGP,Luftseilbahn Grindelwald-Pfingstegg AG,Luftseilbahn Grindelwald-Pfingstegg AG,18000101,,20220331,20220508
ch14uvag00000372,CHE-105.919.276,706,BGU,BGU Busbetrieb Grenchen und Umgebung AG,BGU Busbetrieb Grenchen und Umgebung AG,19940620,,20220331,20220508
ch14uvag00000822,CHE-105.809.765,470,SMtS,Funiculaire Saint-Imier - Mont-Soleil SA,Funiculaire Saint-Imier - Mont-Soleil SA,18000101,,20220331,20220508
ch14uvag00000311,CHE-105.894.050,327,AMSA,AMSA - Autolinea Mendrisiense SA,AMSA - Autolinea Mendrisiense SA,19080823,,20220331,20220508
ch14uvag00165699,CHE-105.328.230,2700,,Genève Tours SA,Genève Tours SA,18000101,,20220331,20220508
ch14uvag00000961,CHE-105.413.901,82,VMik,Mikado 1244,Mikado 1244,18000101,,20220331,20220508
ch14uvag00000367,CHE-115.056.903,822,BGB,Busbetrieb Gemeinde Bergün,Gemeinde Bergün,18000101,,20220331,20220508
ch14uvag00000806,CHE-101.244.551,607,SGZ,Schifffahrtsgesellschaft für den Zugersee AG (SGZ),Schifffahrtsgesellschaft für den Zugersee AG (SGZ),18970731,,20220331,20220508
ch14uvag00001287,CHE-114.749.062,2583,,Homolje Reisen - Petrovic Nenad ,Homolje Reisen - Petrovic Nenad ,18000101,,20220331,20220508
ch14uvag00000841,CHE-101.864.305,9898,SSM,Skilift Schilt AG Mollis,Skilift Schilt AG Mollis,19590627,,20220331,20220508
ch14uvag00000539,CHE-115.061.703,1901,GHU*,Einwohnergemeinde Huttwil,Einwohnergemeinde Huttwil,18000101,,20220331,20220508
ch14uvag00001290,CHE-114.786.873,2586,,Jablanica - Tours Djordjevic GmbH,Jablanica - Tours Djordjevic GmbH,18000101,,20220331,20220508
ch14uvag00000799,CHE-108.781.442,1157,SFM,Sesselbahn Feldis - Mutta,Sesselbahn und Skilifte Feldis AG,18000101,,20220331,20220508
ch14uvag00001267,CHE-103.160.161,2563,,HelvéCie SA,HelvéCie SA,18000101,,20220331,20220508
ch14uvag00000621,CHE-105.981.602,1081,LJK,Luftseilbahn Jakobsbad-Kronberg AG,Luftseilbahn Jakobsbad-Kronberg AG,18000101,,20220331,20220508
ch14uvag00000558,CHE-100.998.713,1026,HKDS,Hoher Kasten Drehrestaurant und Seilbahn AG,Hoher Kasten Drehrestaurant und Seilbahn AG,18000101,,20220331,20220508
ch14uvag00000951,CHE-109.997.743,2980,VDM,Verein zur Erhaltung der Dampflok Muni" (VDM)",Verein zur Erhaltung der Dampflok Muni" (VDM)",18000101,,20220331,20220508
ch14uvag00000888,CHE-111.740.283,70,TILO,TILO SA,TILO SA,20040630,,20220331,20220508
ch14uvag00000955,CHE-101.007.330,27,VHE,Verein Historische Eisenbahn Emmental (VHE),Verein Historische Eisenbahn Emmental (VHE),19981130,,20220331,20220508
ch14uvag00000557,CHE-106.473.886,2950,HKAG,HASTAG (Zürich) AG,HASTAG (Zürich) AG,18000101,,20220331,20220508
ch14uvag00000730,CHE-113.989.221,2851,RAILM,RAILMOTION AG,RAILMOTION AG,20071217,,20220331,20220508
ch14uvag00249248,,20306,#DONATSCH,Donatsch Söhne AG,Donatsch Söhne AG,18000101,,20220331,20220508
ch14uvag00107781,,2653,,FlixMobility GmbH (ehemals FlixBus GmbH),FlixMobility GmbH (ehemals FlixBus GmbH),18000101,,20220331,20220508
ch14uvag00001035,,2168,,I-Livnobus,I-Livnobus,18000101,,20220331,20220508
ch14uvag00249249,,20498,#LEER,Ferrowohlen AG,Ferrowohlen AG,18000101,,20220331,20220508
ch14uvag00224159,,2756,,Ventre Autolinee S.r.l.,Ventre Autolinee S.r.l.,18000101,,20220331,20220508
ch14uvag00107804,,2674,,Voyages Loyet,Voyages Loyet,18000101,,20220331,20220508
ch14uvag00165707,CHE-105.936.292,1324,IMERY,Imerys Graphite & Carbon Switzerland SA,Imerys Graphite & Carbon Switzerland SA,19080407,,20220331,20220508
ch14uvag00001038,,2171,,Velmortrans Putnicki,Velmortrans Putnicki,18000101,,20220331,20220508
ch14uvag00001069,CHE-106.555.828,2255,,Pilatus Reisen & Pilatus Abdichtungen AG,Pilatus Reisen & Pilatus Abdichtungen AG,18000101,,20220331,20220508
ch14uvag00000829,CHE-101.634.283,2850,SPENO,Speno International SA,Speno International SA,18000101,,20220331,20220508
ch14uvag00000797,CHE-115.065.931,1282,SFE,Seilbahn Fanas - Eggli,Gemeinde Grüsch,18000101,,20220331,20220508
ch14uvag00000915,CHE-106.066.506,1245,TSDA,Télésiège Les Dappes - La Dôle,Télé-Dôle SA,19901123,,20220331,20220508
ch14uvag00000696,CHE-101.149.898,35,OeBB,Oensingen-Balsthal-Bahn AG,Oensingen-Balsthal-Bahn AG,18000101,,20220331,20220508
ch14uvag00000733,CHE-101.388.807,201,RB,RIGI BAHNEN AG,RIGI BAHNEN AG,18830614,,20220331,20220508
ch14uvag00000629,CHE-106.008.199,1097,LLG,Luftseilbahn Leukerbad-Gemmipass AG,Luftseilbahn Leukerbad-Gemmipass AG,18000101,,20220331,20220508
ch14uvag00001130,CHE-114.739.508,2413,,ExpressBus GmbH,ExpressBus GmbH,18000101,,20220331,20220508
ch14uvag00000382,CHE-104.099.742,573,BLWE,Genossenschaft Busbetrieb Lichtensteig-Wattwil-Ebnat-Kappel,Genossenschaft Busbetrieb Lichtensteig-Wattwil-Ebnat-Kappel,18000101,,20220331,20220508
ch14uvag00000600,CHE-107.856.540,1036,DIALA,Diavolezza Lagalb AG,Diavolezza Lagalb AG,18000101,,20220331,20220508
ch14uvag00000591,CHE-106.889.011,1275,LABAG,Luftseilbahn Attinghausen-Brüsti AG ,Luftseilbahn Attinghausen-Brüsti AG ,19741118,,20220331,20220508
ch14uvag00000506,CHE-105.939.669,2947,FLO,Florin AG,Florin AG,18000101,,20220331,20220508
ch14uvag00000704,CHE-114.909.710,759,OTL,Municipalité de Leysin,Municipalité de Leysin,18000101,,20220331,20220508
ch14uvag00107793,CHE-108.553.272,1999,TARCC,Transports ARCC S.à r.l.,Transports ARCC S.à r.l.,19961227,,20220331,20220508
ch14uvag00000677,CHE-107.901.407,216,MSG,Mühleggbahn AG,Mühleggbahn AG,18000101,,20220331,20220508
ch14uvag00001032,CHE-109.894.675,2160,,BEGI Reisen GmbH,BEGI Reisen GmbH,18000101,,20220331,20220508
ch14uvag00000889,CHE-105.976.854,519,TL,Transports Publics de la Région Lausannoise sa,Transports Publics de la Région Lausannoise sa,18950812,,20220331,20220508
ch14uvag00001090,CHE-108.773.081,2325,,Mesic Reisen,Mesic Reisen,18000101,,20220331,20220508
ch14uvag00000564,CHE-106.844.385,90,Hupac,HUPAC INTERMODAL SA ,HUPAC INTERMODAL SA ,18000101,,20220331,20220508
ch14uvag00166359,CHE-175.220.595,1333,GFMH,Association GFM Historique,Association GFM Historique,20160704,,20220331,20220508
ch14uvag00000531,CHE-493.313.204,1239,GBD,Grimmialpbergbahnen Diemtigtal AG,Grimmialpbergbahnen Diemtigtal AG,20120116,,20220331,20220508
ch14uvag00000898,CHE-106.990.271,1044,TMSA,TéléMarécottes S.A.,TéléMarécottes S.A.,18000101,,20220331,20220508
ch14uvag00000421,,2889,?DC,?D Cargo a. s. ,?D Cargo a. s. ,18000101,,20220331,20220508
ch14uvag00001335,,2637,,Autolinee Sellitto S.r.l.,Autolinee Sellitto S.r.l.,18000101,,20220331,20220508
ch14uvag00000923,CHE-114.858.001,824,,Ville de Monthey,Ville de Monthey,18000101,,20220331,20220508
ch14uvag00000895,CHE-103.862.487,1128,TMLB,Télésiège Monsoflo - La Berra,Société des remontées mécaniques de la Berra S.A.,18000101,,20220331,20220508
ch14uvag00000744,CHE-108.814.774,335,RiT,Riffelalp Tram,Riffelalp Resort AG,18000101,,20220331,20220508
ch14uvag00224160,CHE-114.853.446,1349,CCh,Commune de Chalais,Commune de Chalais,18000101,,20220331,20220508
ch14uvag00001248,CHE-109.106.970,2542,,Veolia Transport Suisse Tourisme S.A.,RATP Dev Suisse SA ,18000101,,20220331,20220508
ch14uvag00165672,CHE-399.996.888,1320,LTBAG,LTB Lungern-Turren-Bahn AG,LTB Lungern-Turren-Bahn AG,20150721,,20220331,20220508
ch14uvag00001061,CHE-102.329.693,2235,,"Cvetovic und Co, Sumadija Ekspres","Cvetovic und Co, Sumadija Ekspres",20010402,,20220331,20220508
ch14uvag00000571,CHE-105.894.104,1112,ITRT,Impianti turistici Rivera - Monte Tamaro,Monte Tamaro SA,18000101,,20220331,20220508
ch14uvag00001039,CHE-110.046.085,2172,,Imabus Reisen GmbH,Imabus Reisen GmbH,18000101,,20220331,20220508
ch14uvag00000626,CHE-103.508.726,1090,LKüS,Luftseilbahn Küssnacht-Seebodenalp AG,Luftseilbahn Küssnacht-Seebodenalp AG,19540119,,20220331,20220508
ch14uvag00220994,CHE-115.065.279,1344,GDLZ,Gemeinde Luzein,Gemeinde Luzein,18000101,,20220331,20220508
ch14uvag00000891,CHE-105.872.605,1192,TLLM,Télésiège Lana - La Meina,Télé-Evolène SA,18000101,,20220331,20220508
ch14uvag00001084,CHE-107.328.956,2310,,Renus Reisen AG,Renus Reisen AG,18000101,,20220331,20220508
ch14uvag00000966,CHE-115.083.550,551,VSK,Verkehrsbetriebe der Stadt Kreuzlingen,Stadt Kreuzlingen,18000101,,20220331,20220508
ch14uvag00000992,CHE-105.846.594,488,ZBB,Zugerbergbahn AG,Zugerbergbahn AG,19060110,,20220331,20220508
ch14uvag00000830,CHE-101.888.889,1160,SPL,Sesselbahn Pontresina - Alp Languard,Alp Languard AG,18000101,,20220331,20220508
